galaxy,file,M_b,R_scale,s_rho,s_r,rho0_qfst,r_core_qfst,chi2_qfst,chi2red_qfst,rho_s_nfw,r_s_nfw,chi2_nfw,chi2red_nfw,N_points,plot
NGC5985,NGC5985_rotmod.dat,290991492245.43036,12.56,9.999999999999998,0.5553384189106424,106643296.81330077,3.2596464465519506,135.69150900285223,4.37714545170491,72063060.52135795,7.015756410394618,15.087253698946146,0.48668560319181114,33,qfst_hybrid_plots\NGC5985_hybrid_compare.png
NGC6015,NGC6015_rotmod.dat,43135923341.86772,4.27,0.7674080721423021,1.5087102625650404,7056802.539110076,8.855612863762335,67.98322449549023,1.618648202273577,145733.55336795686,199.9999999915129,72.71230744137512,1.731245415270836,44,qfst_hybrid_plots\NGC6015_hybrid_compare.png
NGC6195,NGC6195_rotmod.dat,433313713018.544,11.36,0.44342866243990814,0.23329211080715576,4877304.977010764,1.3693448429029176,297.2272404416764,14.153678116270303,0.013442279567243531,0.050000002340949076,290.7831178654022,13.846815136447722,23,qfst_hybrid_plots\NGC6195_hybrid_compare.png
NGC6503,NGC6503_rotmod.dat,16548534761.609032,2.28,0.9717246731993749,1.0347113431256463,8295218.741365468,6.073401439508788,85.52136267399347,2.9490125059997747,317802.2667408779,80.05386215789487,107.83367605542858,3.7184026226009856,31,qfst_hybrid_plots\NGC6503_hybrid_compare.png
NGC6674,NGC6674_rotmod.dat,255600778374.59235,12.54,1.3145273947522167,1.3391289263003914,13878152.973400021,7.860228461507488,8.655792011147982,0.6658301547036909,946419.8962049149,62.84516427874283,6.440583600655246,0.4954295077427112,15,qfst_hybrid_plots\NGC6674_hybrid_compare.png
NGC6789,NGC6789_rotmod.dat,98648118.84568545,0.51,1.8746786275073657,1.0076860535384276,10752952.160269015,5.9147722394205156,52.21615847670686,26.10807923835343,613417.9597175865,160.5383935127612,4.234692503264132,2.117346251632066,4,qfst_hybrid_plots\NGC6789_hybrid_compare.png
NGC6946,NGC6946_rotmod.dat,77279523313.6852,4.4,0.12382090182281096,2.505178344221341,1191328.3043677553,14.704539447744995,619.483432516416,11.062204152078857,0.26377147252787836,0.050000023162531666,635.3177437927761,11.344959710585288,58,qfst_hybrid_plots\NGC6946_hybrid_compare.png
NGC7331,NGC7331_rotmod.dat,286009109034.4603,4.27,0.1000000001339851,5.172934676879201,1065004.3064906404,30.363356042988983,1026.9331492351112,30.203916153973857,0.011667167796986178,0.05000000168324252,1078.1700298693086,31.710883231450254,36,qfst_hybrid_plots\NGC7331_hybrid_compare.png
NGC7793,NGC7793_rotmod.dat,9949634034.843695,2.27,0.7719549128982197,1.0934575253301755,6334695.510706822,6.4182214223349625,57.98880473406808,1.3179273803197291,62938.62637777542,199.9999999999031,77.65577759990761,1.7649040363615365,46,qfst_hybrid_plots\NGC7793_hybrid_compare.png
NGC7814,NGC7814_rotmod.dat,80027461179.94884,2.79,1.1310848507880977,1.865555901712347,10912156.063215798,10.950174630073683,72.83882970844469,4.552426856777793,286982.20048920653,199.99999999998315,85.59888191381549,5.349930119613468,18,qfst_hybrid_plots\NGC7814_hybrid_compare.png
PGC51017,PGC51017_rotmod.dat,347637633.1199199,1.65,0.27533398000676995,0.1865783131361003,1741497.92874094,1.095150839033864,25.358937049617982,6.3397342624044954,50.46899082971504,0.05000235847863047,16.313920993853106,4.0784802484632765,6,qfst_hybrid_plots\PGC51017_hybrid_compare.png
