galaxy,file,M_b,R_scale,rho0_qfst,r_core_qfst,chi2_qfst,chi2red_qfst,rho_s_nfw,r_s_nfw,chi2_nfw,chi2red_nfw,N_points,plot
UGC04278,UGC04278_rotmod.dat,4122665419.1956673,5.68,7663608.70174575,5.869657735811024,98.47834428881868,4.2816671429921165,135187.53572090867,199.99999999999218,50.83918619091415,2.210399399604963,25,qfst_final_plots\UGC04278_final_compare.png
UGC04305,UGC04305_rotmod.dat,1878363403.1472201,3.01,7209966.35725769,5.869657735810972,715.8209009726311,35.79104504863155,1.4888907315935285e-06,0.05000000000000505,51.49504068084767,2.5747520340423837,22,qfst_final_plots\UGC04305_final_compare.png
UGC04325,UGC04325_rotmod.dat,3799197980.355983,3.49,7615156.087100826,5.869657735810985,319.0476517672442,53.17460862787403,25006911.976376977,4.682362140526584,9.966485466834708,1.661080911139118,8,qfst_final_plots\UGC04325_final_compare.png
UGC04483,UGC04483_rotmod.dat,57645047.42447851,0.73,5501606.910963258,5.869657735810858,46.73067974193445,7.788446623655742,111980.16410352457,113.01678283296222,2.878604310938992,0.4797673851564987,8,qfst_final_plots\UGC04483_final_compare.png
UGC04499,UGC04499_rotmod.dat,4068144211.4445524,4.55,7655693.360154212,5.869657735811006,16.5432954831878,2.363327926169686,234394.0997435462,83.22662199856333,10.380858035718372,1.482979719388339,9,qfst_final_plots\UGC04499_final_compare.png
UGC05005,UGC05005_rotmod.dat,14562928434.908413,17.97,8452316.333947932,5.869657735811117,18.12280586821159,2.0136450964679544,65274.304877126706,199.99999999999997,3.70949344655913,0.41216593850656996,11,qfst_final_plots\UGC05005_final_compare.png
UGC05253,UGC05253_rotmod.dat,208809872827.99426,6.47,10393119.940206913,5.8696577358110344,661.9794477523052,9.32365419369444,120842.65695241961,199.9999999997453,634.915485951231,8.942471633115929,73,qfst_final_plots\UGC05253_final_compare.png
UGC05414,UGC05414_rotmod.dat,1646178783.3785222,2.74,7136500.2573720245,5.869657735810965,5.655339534048308,1.413834883512077,74875.89708055077,199.999999999995,9.107656441387766,2.2769141103469415,6,qfst_final_plots\UGC05414_final_compare.png
UGC05716,UGC05716_rotmod.dat,2840664799.1387515,7.23,7445216.14105165,5.869657735811043,102.32233418383521,10.23223341838352,3215705.7104954836,11.61330105512078,1.7424129753821642,0.17424129753821643,12,qfst_final_plots\UGC05716_final_compare.png
UGC05721,UGC05721_rotmod.dat,1486825586.8465145,1.71,7080322.980526932,5.869657735810926,598.9597389332647,28.521892330155463,36902784.28835794,3.619063624393621,27.65670782056424,1.3169860866935352,23,qfst_final_plots\UGC05721_final_compare.png
UGC05750,UGC05750_rotmod.dat,11005375213.739166,11.43,8270532.723441658,5.869657735811081,30.2910707119492,3.3656745235499113,105813.00838514384,106.90225012974177,7.198247945621757,0.7998053272913064,11,qfst_final_plots\UGC05750_final_compare.png
UGC05764,UGC05764_rotmod.dat,429346318.4853177,2.17,6429535.859279142,5.869657735810946,638.5591814035752,79.8198976754469,19799373.829564042,3.4537545428279253,19.47243960261495,2.434054950326869,10,qfst_final_plots\UGC05764_final_compare.png
UGC05829,UGC05829_rotmod.dat,2580456188.804204,5.03,7389901.376114968,5.869657735811014,9.332006943464956,1.036889660384995,81094.12543481529,199.99999999999997,0.7312084340661424,0.08124538156290471,11,qfst_final_plots\UGC05829_final_compare.png
UGC05918,UGC05918_rotmod.dat,551884233.7509036,3.34,6556069.685133638,5.869657735810981,26.386376479475494,4.397729413245916,3192747.7438044795,7.318944936826609,0.7389978246367472,0.12316630410612454,8,qfst_final_plots\UGC05918_final_compare.png
UGC05986,UGC05986_rotmod.dat,6846801753.466788,3.13,7971393.197566498,5.869657735810976,191.31354376431705,14.716426443409004,217391.60183549332,199.99999999930643,46.00714614447545,3.5390112418827266,15,qfst_final_plots\UGC05986_final_compare.png
UGC05999,UGC05999_rotmod.dat,12545389311.695562,13.89,8355040.839672622,5.869657735811096,5.8160197824886435,1.9386732608295478,95696.65558628274,199.99999999991823,9.428479289896915,3.142826429965638,5,qfst_final_plots\UGC05999_final_compare.png
UGC06399,UGC06399_rotmod.dat,4232116606.1039944,4.37,7679211.443265176,5.869657735811003,39.67671984204717,5.668102834578167,428132.78191342147,72.47614362509323,3.6200173567947567,0.5171453366849652,9,qfst_final_plots\UGC06399_final_compare.png
UGC06446,UGC06446_rotmod.dat,3710995439.7856545,5.81,7601283.7847354645,5.869657735811026,219.33337414071516,14.622224942714345,10721333.69788429,6.757496524762202,3.0385021976656446,0.20256681317770964,17,qfst_final_plots\UGC06446_final_compare.png
UGC06614,UGC06614_rotmod.dat,183153235998.73737,11.58,10287892.341164581,5.8696577358110815,110.07398206639579,10.006725642399617,87033.20177329872,199.99999999996885,85.14818672581083,7.7407442478009845,13,qfst_final_plots\UGC06614_final_compare.png
UGC06628,UGC06628_rotmod.dat,5667858403.794494,5.5,7855319.93652009,5.869657735811022,77.61618035925632,15.523236071851263,0.0006202749636941007,0.05000000002114391,6.670312378891334,1.3340624757782669,7,qfst_final_plots\UGC06628_final_compare.png
UGC06667,UGC06667_rotmod.dat,2143307690.2505128,5.24,7284191.723878178,5.869657735811018,316.6105771786016,45.230082454085945,2143387.7789561823,22.80273631439401,7.358048638778889,1.0511498055398412,9,qfst_final_plots\UGC06667_final_compare.png
UGC06786,UGC06786_rotmod.dat,83342937279.27863,4.54,9677960.449482936,5.869657735811006,331.709903672546,7.714183806338278,318097.9776806977,179.61674049457417,66.69364109742314,1.5510149092423986,45,qfst_final_plots\UGC06786_final_compare.png
UGC06787,UGC06787_rotmod.dat,112547175798.5981,3.79,9906286.381442035,5.869657735810992,1005.9131073326082,14.578450830907366,306742.0656428394,199.9999999785875,571.0615064756221,8.276253717038001,71,qfst_final_plots\UGC06787_final_compare.png
UGC06818,UGC06818_rotmod.dat,2669346482.8964634,3.5,7409353.998561627,5.869657735810985,24.771150645110602,4.128525107518434,66057.68034557198,199.99999999991707,40.12216246890283,6.6870270781504715,8,qfst_final_plots\UGC06818_final_compare.png
UGC06917,UGC06917_rotmod.dat,12126775918.793724,6.11,8333060.222861421,5.869657735811029,40.061022387528155,4.45122470972535,150578.79571873439,199.99999999332607,10.140244772300367,1.1266938635889296,11,qfst_final_plots\UGC06917_final_compare.png
UGC06923,UGC06923_rotmod.dat,4368756222.981594,2.87,7698175.823443324,5.869657735810968,7.738824915457352,1.934706228864338,102303.86757146395,199.99999999999997,9.459002419657516,2.364750604914379,6,qfst_final_plots\UGC06923_final_compare.png
UGC06930,UGC06930_rotmod.dat,16495582009.509691,8.72,8534470.27350793,5.869657735811058,11.370478055639246,1.4213097569549058,2280382.6060363017,17.377567621689856,2.8485918805141783,0.3560739850642723,10,qfst_final_plots\UGC06930_final_compare.png
UGC06973,UGC06973_rotmod.dat,58374058109.44189,1.74,9414118.517725684,5.869657735810928,1011.0848195601335,144.4406885085905,0.02320764068281278,0.05000000005322078,960.406516888322,137.200930984046,9,qfst_final_plots\UGC06973_final_compare.png
UGC06983,UGC06983_rotmod.dat,11689711152.1459,6.98,8309350.936674951,5.8696577358110416,101.65481534688519,6.776987689792346,4428684.380170527,13.91171459138798,10.414014736353888,0.6942676490902592,17,qfst_final_plots\UGC06983_final_compare.png
UGC07089,UGC07089_rotmod.dat,5893543634.654982,5.24,7879164.295850533,5.869657735811018,45.31150308429929,4.531150308429929,48693.673042089365,199.999999999996,11.15759086809102,1.115759086809102,12,qfst_final_plots\UGC07089_final_compare.png
UGC07125,UGC07125_rotmod.dat,8127602832.89642,10.08,8078209.642512526,5.86965773581107,980.355851516346,89.12325922875873,115609.03562870804,59.01913929895776,10.268617707545513,0.9335107006859557,13,qfst_final_plots\UGC07125_final_compare.png
UGC07151,UGC07151_rotmod.dat,3950914359.2191586,3.49,7638337.217470747,5.869657735810985,32.21903704784341,3.579893005315934,144780.73049535023,146.62932883214177,14.282175730529836,1.5869084145033152,11,qfst_final_plots\UGC07151_final_compare.png
UGC07232,UGC07232_rotmod.dat,143672044.63683805,0.62,5905753.2702606125,5.869657735810845,25.798316277403373,12.899158138701686,156466.49282106655,199.9999293779411,8.171154218158057,4.085577109079028,4,qfst_final_plots\UGC07232_final_compare.png
UGC07261,UGC07261_rotmod.dat,3286108727.192694,2.86,7529876.235308138,5.869657735810968,16.889163755214483,3.3778327510428965,4324701.442909331,9.412602090861332,1.7104155569376438,0.3420831113875288,7,qfst_final_plots\UGC07261_final_compare.png
UGC07323,UGC07323_rotmod.dat,6129988323.578613,4.07,7903258.495294823,5.869657735810997,5.887353711883654,0.7359192139854568,64007.88446243293,199.99999999962037,11.744488506540513,1.4680610633175641,10,qfst_final_plots\UGC07323_final_compare.png
UGC07399,UGC07399_rotmod.dat,2304538085.178372,3.07,7325316.889452631,5.869657735810975,623.9749390028716,77.99686737535895,11939390.300153434,9.606361569048328,6.662067712111697,0.8327584640139621,10,qfst_final_plots\UGC07399_final_compare.png
UGC07524,UGC07524_rotmod.dat,6618472584.5144825,7.58,7950434.409899066,5.869657735811048,95.52237777221043,3.2938750955934633,876327.8326634789,28.32422856818605,23.724666123947316,0.8180919353085281,31,qfst_final_plots\UGC07524_final_compare.png
UGC07559,UGC07559_rotmod.dat,299960710.9366969,1.8,6253029.644424284,5.8696577358109305,1.2356337997634081,0.24712675995268163,35544.735143837504,199.99999999999997,3.8760813626084016,0.7752162725216803,7,qfst_final_plots\UGC07559_final_compare.png
UGC07577,UGC07577_rotmod.dat,88046449.91388214,1.13,5685493.138617304,5.869657735810894,19.081573922812748,2.7259391318303927,0.3929374317340262,0.050000169407110745,2.7906408837987766,0.39866298339982525,9,qfst_final_plots\UGC07577_final_compare.png
UGC07603,UGC07603_rotmod.dat,698063338.2363745,1.37,6676742.949111264,5.869657735810909,309.0430333327267,30.90430333327267,598827.3008416924,60.56599780987014,18.663139272897773,1.8663139272897773,12,qfst_final_plots\UGC07603_final_compare.png
UGC07608,UGC07608_rotmod.dat,940416684.6403632,3.59,6832992.464733699,5.8696577358109865,44.20319051224513,7.367198418707521,157601.11195518807,199.99999999999997,2.8985019204594904,0.48308365340991505,8,qfst_final_plots\UGC07608_final_compare.png
UGC07690,UGC07690_rotmod.dat,1413750583.709486,1.77,7052679.290046068,5.869657735810929,11.176354988135902,2.2352709976271803,5990439.894980326,5.513471492006306,2.187769466122239,0.43755389322444777,7,qfst_final_plots\UGC07690_final_compare.png
UGC07866,UGC07866_rotmod.dat,255122971.01002926,1.67,6174936.569696686,5.869657735810925,2.531579530644503,0.5063159061289005,45694.60050319784,199.99999999999997,0.18407424648263038,0.03681484929652608,7,qfst_final_plots\UGC07866_final_compare.png
UGC08286,UGC08286_rotmod.dat,2700571486.208109,3.3,7416045.626518942,5.86965773581098,408.44710463807445,27.22980697587163,8747372.070642939,7.981781671728985,23.585383235786093,1.5723588823857395,17,qfst_final_plots\UGC08286_final_compare.png
UGC08490,UGC08490_rotmod.dat,2235473713.243244,2.37,7308036.245901667,5.869657735810954,441.81998531893987,15.779285189962138,19231261.197794285,4.8128606740382045,4.538882910308247,0.16210296108243738,30,qfst_final_plots\UGC08490_final_compare.png
UGC08550,UGC08550_rotmod.dat,907499353.0315167,3.41,6814120.613076774,5.869657735810983,182.10611492805498,20.234012769783888,5003313.354066815,7.809424938474993,4.053479471680092,0.4503866079644546,11,qfst_final_plots\UGC08550_final_compare.png
UGC08699,UGC08699_rotmod.dat,60442214666.87432,5.87,9439594.659446003,5.8696577358110265,175.6570244241029,4.50402626728469,179535.174255485,199.999999947003,142.46344599016925,3.652908871542801,41,qfst_final_plots\UGC08699_final_compare.png
UGC08837,UGC08837_rotmod.dat,1164869214.040413,3.15,6947466.347181941,5.869657735810976,45.13775112688059,7.522958521146765,18885.10051153234,199.99999999999997,36.91215824532213,6.152026374220355,8,qfst_final_plots\UGC08837_final_compare.png
UGC09037,UGC09037_rotmod.dat,97505504163.40897,8.51,9796582.369052226,5.869657735811057,868.1663149615322,43.40831574807661,1346.9972708916757,0.05032121056252753,609.0010932145451,30.450054660727254,22,qfst_final_plots\UGC09037_final_compare.png
UGC09133,UGC09133_rotmod.dat,352847410278.4123,7.57,10825078.44480127,5.869657735811048,659.1158652330382,9.986604018682398,121313.92512310794,199.99999999994697,449.1821733276195,6.805790504963932,68,qfst_final_plots\UGC09133_final_compare.png
UGC09992,UGC09992_rotmod.dat,718325244.5992619,2.34,6691588.291035723,5.869657735810953,9.87986366037159,3.29328788679053,44974381.61772262,0.8265110362631005,0.0494406918089878,0.016480230602995933,5,qfst_final_plots\UGC09992_final_compare.png
UGC10310,UGC10310_rotmod.dat,3979873518.9006805,5.52,7642668.426535817,5.869657735811022,20.252132833766982,4.050426566753396,4096853.3437893623,8.981466927723712,1.672522299808423,0.3345044599616846,7,qfst_final_plots\UGC10310_final_compare.png
UGC11455,UGC11455_rotmod.dat,435079634897.0961,10.43,11002547.61760252,5.8696577358110735,794.6919853011422,23.37329368532771,0.4481738334870897,0.05000019244798395,648.2078280764022,19.06493611989418,36,qfst_final_plots\UGC11455_final_compare.png
UGC11557,UGC11557_rotmod.dat,18093113239.386627,5.28,8595927.86536383,5.869657735811018,216.68628704600278,21.668628704600277,0.00044577803055290133,0.05000000002053126,79.37975868717609,7.93797586871761,12,qfst_final_plots\UGC11557_final_compare.png
UGC11820,UGC11820_rotmod.dat,5667197519.889609,10.52,7855248.834966896,5.8696577358110735,54.53967299352347,6.817459124190433,890606.4707829171,26.62382042473588,3.9091565789806713,0.4886445723725839,10,qfst_final_plots\UGC11820_final_compare.png
UGC11914,UGC11914_rotmod.dat,151880651006.45145,3.28,10139459.08805871,5.86965773581098,133.2164006667119,2.1145460423287603,48.978159435559064,0.05000012036388094,101.00286789990562,1.6032201253953273,65,qfst_final_plots\UGC11914_final_compare.png
UGC12506,UGC12506_rotmod.dat,236817500501.79605,17.21,10495157.986828258,5.869657735811114,321.4522211503952,11.084559350013627,17159262.60273701,12.845359090243553,10.962150600124753,0.3780051931077501,31,qfst_final_plots\UGC12506_final_compare.png
UGC12632,UGC12632_rotmod.dat,4216199085.3283815,7.11,7676965.625129224,5.869657735811042,88.19496269624132,6.784227899710871,3556558.863360838,10.150034128435264,3.638795870609903,0.2799073746623002,15,qfst_final_plots\UGC12632_final_compare.png
UGC12732,UGC12732_rotmod.dat,8600794746.207233,11.5,8113771.448277902,5.8696577358110815,56.36193573043414,4.025852552173867,1724755.7890525255,20.215715252954762,1.520784878380241,0.10862749131287434,16,qfst_final_plots\UGC12732_final_compare.png
UGCA281,UGCA281_rotmod.dat,94857940.84957103,0.58,5718473.7993998695,5.869657735810839,44.448203118396634,8.889640623679327,125591.23790305942,135.25122240941172,0.918627797606178,0.1837255595212356,7,qfst_final_plots\UGCA281_final_compare.png
UGCA442,UGCA442_rotmod.dat,578919732.8548002,2.96,6580453.150885925,5.8696577358109705,70.89009670830777,11.815016118051295,112810.48067467209,173.3415062947201,6.523539465115637,1.0872565775192728,8,qfst_final_plots\UGCA442_final_compare.png
UGCA444,UGCA444_rotmod.dat,132969293.7793188,1.26,5870371.30794514,5.869657735810902,142.8980948437553,4.2028851424633915,76507.24991082662,199.9999999886018,2.1723397801272295,0.06389234647433029,36,qfst_final_plots\UGCA444_final_compare.png
