galaxy,M_b,R_scale,rho0_qfst,r_core_qfst,chi2_qfst,chi2red_qfst,AIC_qfst,BIC_qfst,rho_s_nfw,r_s_nfw,chi2_nfw,chi2red_nfw,AIC_nfw,BIC_nfw,plot
NGC6503,16548534761.609032,2.28,2820718.2326291646,16.15371132364589,131.24314323715777,4.525625628867509,48.73499806219887,51.60297247116916,317802.2667408779,80.05386215789487,107.83367605542858,3.7184026226009856,42.644686770243126,45.51266117921342,qfst_vs_nfw_plots\NGC6503_compare.png
NGC2403,17967944378.839012,3.59,2794914.0033458276,16.153711323646657,383.208713943549,5.397305830190831,125.04278515769496,129.62370403999174,152707.3567491343,199.99999999999997,241.652653095867,3.403558494307986,91.38406134021554,95.96498022251232,qfst_vs_nfw_plots\NGC2403_compare.png
NGC3198,62384725618.71359,6.74,2432189.296319213,16.153711323647723,43.3168998846402,1.0565097532839074,4.315737851619931,7.838138083007056,98563.4351017547,199.99999999999997,59.95275755930109,1.4622623794951486,18.291340782132032,21.81374101351916,qfst_vs_nfw_plots\NGC3198_compare.png
NGC7331,286009109034.4603,4.27,2051843.7780720901,16.15371132364695,1056.5577784629736,31.075228778322753,125.65309308390421,128.82013096081644,0.011667167796986178,0.05000000168324252,1078.1700298693086,31.710883231450254,126.3820549981614,129.54909287507363,qfst_vs_nfw_plots\NGC7331_compare.png
DDO154,390632815.8657719,2.96,4286071.199576141,16.15371132364633,159.87060596814797,15.987060596814796,35.07349750674671,36.043310806322715,72068.87255005767,199.99999999996882,38.05132443459755,3.8051324434597547,17.848350899875584,18.818164199451584,qfst_vs_nfw_plots\DDO154_compare.png
IC2574,3122504854.3857985,6.54,3398157.3070609495,16.153711323647673,155.8362764373341,4.869883638666691,55.76314433083034,58.81586538006267,33323.520067529265,199.99999999998693,211.76934409740753,6.617792003043985,66.19066337928163,69.24338442851396,qfst_vs_nfw_plots\IC2574_compare.png
NGC5055,173801479118.82397,5.03,2169218.3523404323,16.153711323647226,817.7242605742712,31.45093309901043,98.48097903545037,101.14538805580078,61333.735070354734,199.99999999828708,832.2574182563872,32.009900702168736,98.97424383259158,101.63865285294199,qfst_vs_nfw_plots\NGC5055_compare.png
