galaxy,residual
DDO154,12.181928153355042
IC2574,-1.7479083643772944
NGC2403,1.993747335882845
NGC3198,-0.4057526262112412
NGC5055,-0.5589676031583046
NGC6503,0.8072230062665233
NGC7331,-0.635654453127497
